"feature","peak_id","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","file_name","adduct_type","M_area"
"FT0028",47137,75.1004207033082,75.1004104614258,75.1004867553711,545.968078613281,527.914611816406,552.175170898438,625402.156626892,NA,79811.625,NA,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML","C13",1286662.29972363
"FT0028",47819,75.1004457449821,75.1004104614258,75.1004867553711,547.288208007812,527.914611816406,552.175170898438,140993.646797687,NA,23709.431640625,NA,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML","C13",374404.595961779
"FT0028",48545,75.1004304274507,75.1004104614258,75.1004867553711,537.666687011719,527.914611816406,552.175170898438,1162681.7121824,NA,118171.7265625,NA,38,"190715_Std_4uMStdsMix2InH2O_1.mzML","C13",1924169.63571942
"FT0028",49072,75.1004526571778,75.1004104614258,75.1004867553711,527.970520019531,527.914611816406,552.175170898438,197885.110693856,NA,30814.3671875,NA,39,"190715_Std_4uMStdsMix2InH2O_2.mzML","C13",482039.573356837
"FT0028",49568,75.1004198336784,75.1004104614258,75.1004867553711,548.476989746094,527.914611816406,552.175170898438,307692.665867391,NA,66167.21875,NA,40,"190715_Std_4uMStdsMix2InMatrix_1.mzML","C13",1403417.28537321
"FT0028",16926,75.1004264401173,75.1003723144531,75.1004867553711,533.369689941406,523.468444824219,545.564575195312,818877.491900925,678621.340094257,90563.671875,21,41,"190715_Std_4uMStdsMix2InMatrix_2.mzML","C13",974239.46130985
"FT0028",50932,75.1004289688156,75.1004104614258,75.1004867553711,544.292297363281,527.914611816406,552.175170898438,1264530.31969628,NA,110979.7734375,NA,42,"190715_Std_H2OinMatrix_1.mzML","C13",1845172.76272929
"FT0028",51686,75.1004503299214,75.1004104614258,75.1004867553711,528.029052734375,527.914611816406,552.175170898438,292520.270742646,NA,33598.48828125,NA,43,"190715_Std_H2OinMatrix_2.mzML","C13",403710.365476429
"FT0037",1423,77.0733823813317,77.073356628418,77.0734176635742,310.611785888672,288.461029052734,327.536804199219,5410968.61843027,5389805.82361179,306095.5,35,4,"190715_Poo_TruePooFK180310_Full1.mzML","N15",5462535.21999168
"FT0037",1821,77.0733868884493,77.073356628418,77.0734176635742,311.23584,287.340264,337.582182,5581658.48839233,5553622.66316191,273264.125,63,5,"190715_Poo_TruePooFK180310_Full2.mzML","N15",5568949.68354094
"FT0037",2218,77.073404113927,77.073371887207,77.0734405517578,311.074951171875,285.472381591797,332.351226806641,7700574.58228736,7700526.42610736,390377.25,52,6,"190715_Poo_TruePooFK180310_Full3.mzML","N15",7456617.30857515
"FT0037",2599,77.0734084233399,77.0733642578125,77.0734481811523,317.343811035156,298.80517578125,337.085540771484,2980975.23848021,2947739.97240441,175694.390625,44,7,"190715_Poo_TruePooFK180310_Half1.mzML","N15",2534135.08348018
"FT0037",2938,77.0733749068153,77.073356628418,77.0734100341797,310.944061279297,287.851531982422,337.509643554688,2992059.79222696,2992011.29130274,164726.9375,36,8,"190715_Poo_TruePooFK180310_Half2.mzML","N15",3001974.11415118
"FT0037",3273,77.073406137343,77.0733795166016,77.0734329223633,312.1318359375,292.34619140625,333.856964111328,3908691.31173154,3759988.7524829,181129.078125,46,9,"190715_Poo_TruePooFK180310_Half3.mzML","N15",3673656.0091393
"FT0037",25401,77.0733964116661,77.0733489990234,77.0734176635742,310.197631835938,292.268951416016,333.901992797852,748696.808367732,NA,58801.9765625,NA,10,"190715_Smp_FK180310S62C1-25m_A.mzML","N15",1063279.36049694
"FT0037",4098,77.073397799298,77.0733489990234,77.0735015869141,310.793579101562,293.78564453125,330.395324707031,1742845.14743189,1742808.99509628,108237.8671875,23,11,"190715_Smp_FK180310S62C1-25m_B.mzML","N15",1707202.83770937
"FT0037",4517,77.0733609122443,77.0733337402344,77.0734024047852,309.456390380859,277.785827636719,353.030090332031,35078051.3119263,34809627.4241455,1240526.375,76,12,"190715_Smp_FK180310S62C1-25m_C.mzML","N15",34521726.301775
"FT0037",27919,77.0734036762678,77.0733489990234,77.0734176635742,318.607543945312,292.268951416016,333.901992797852,228873.024852669,NA,37730.4765625,NA,13,"190715_Smp_FK180310S62C1-DCM_A.mzML","N15",993260.324605852
"FT0037",5406,77.0733645911999,77.0733337402344,77.0733947753906,311.730163574219,290.191650390625,338.830352783203,11276978.3662991,10970282.3864178,539837.9375,83,14,"190715_Smp_FK180310S62C1-DCM_B.mzML","N15",11108816.4729707
"FT0037",5911,77.0733408244083,77.0732879638672,77.0733871459961,310.935607910156,292.453948974609,329.432373046875,3215962.8479059,3189268.28260552,173784,48,15,"190715_Smp_FK180310S62C1-DCM_C.mzML","N15",3105747.38352478
"FT0037",6291,77.07332863035,77.0732955932617,77.073371887207,311.723297119141,291.411254882812,334.918640136719,4626588.77549785,4626545.23731532,240128.859375,62,16,"190715_Smp_FK180310S64C1-25m_A.mzML","N15",4502800.2050736
"FT0037",6707,77.0733962797864,77.073356628418,77.0734329223633,311.480133056641,292.191711425781,336.797393798828,4334223.15349167,4313511.14328783,241203.40625,52,17,"190715_Smp_FK180310S64C1-25m_B.mzML","N15",4308015.85601354
"FT0037",7148,77.0733672663188,77.0733413696289,77.0733947753906,310.493286132812,283.606353759766,342.389892578125,19753768.6922893,19498067.3144098,829317.4375,77,18,"190715_Smp_FK180310S64C1-25m_C.mzML","N15",19009462.5635734
"FT0037",32946,77.073390971532,77.0733489990234,77.0734176635742,312.233154296875,292.268951416016,333.901992797852,452853.565920752,NA,39937.35546875,NA,19,"190715_Smp_FK180310S64C1-DCM_A.mzML","N15",673042.234290168
"FT0037",7927,77.0733955740424,77.073356628418,77.0734558105469,314.264770507812,298.13623046875,333.437927246094,2590172.33603906,2561211.38957352,146131.765625,44,20,"190715_Smp_FK180310S64C1-DCM_B.mzML","N15",2287873.30153841
"FT0037",8254,77.0733846108486,77.0733489990234,77.0734481811523,313.363800048828,295.682922363281,328.020721435547,2135912.76283233,2110912.62679962,132624.140625,25,21,"190715_Smp_FK180310S64C1-DCM_C.mzML","N15",2043704.19712204
"FT0037",8605,77.0733343044852,77.0732879638672,77.073371887207,311.247253417969,290.744964599609,338.421691894531,5010256.07725536,4961524.73959069,256375.28125,52,22,"190715_Smp_FK180310S77C1-25m_A.mzML","N15",4933145.84656096
"FT0037",36445,77.0733944442822,77.0733489990234,77.0734176635742,307.653259277344,292.268951416016,333.901992797852,770049.720381843,NA,62862.109375,NA,23,"190715_Smp_FK180310S77C1-25m_B.mzML","N15",1088190.2910881
"FT0037",37350,77.073378450838,77.0733489990234,77.0734176635742,312.196441650391,292.268951416016,333.901992797852,684834.553188194,NA,60084.296875,NA,24,"190715_Smp_FK180310S77C1-25m_C.mzML","N15",912912.191636294
"FT0037",38237,77.0733861713969,77.0733489990234,77.0734176635742,306.985534667969,292.268951416016,333.901992797852,613705.001886905,NA,57893.484375,NA,25,"190715_Smp_FK180310S77C1-DCM_A.mzML","N15",1008596.67310008
"FT0037",10089,77.0733875121795,77.0733337402344,77.0734176635742,311.728698730469,294.130035400391,327.374328613281,1224784.65351242,1182472.30308879,78961.3515625,22,26,"190715_Smp_FK180310S77C1-DCM_B.mzML","N15",1213004.71441013
"FT0037",40014,77.0733717682098,77.0733489990234,77.0734176635742,308.297515869141,292.268951416016,333.901992797852,1332481.77728123,NA,102932.8671875,NA,27,"190715_Smp_FK180310S77C1-DCM_C.mzML","N15",1928041.47726953
"FT0037",10828,77.0733688743449,77.0733108520508,77.0734252929688,311.51123046875,294.633728027344,327.361236572266,1385570.05866106,1370689.74505879,83792.9765625,21,28,"190715_Smp_FK180310S80C1-25m_A.mzML","N15",1416704.41508567
"FT0037",11173,77.0734144726542,77.0733795166016,77.0734481811523,311.667602539062,295.055145263672,330.148681640625,1458844.96977046,1458811.2525273,84625.90625,22,29,"190715_Smp_FK180310S80C1-25m_B.mzML","N15",1456410.85893789
"FT0037",11609,77.0733815698439,77.0733489990234,77.0734100341797,311.354644775391,286.18798828125,340.266937255859,8434437.28721908,8322740.01852375,382733.78125,56,30,"190715_Smp_FK180310S80C1-25m_C.mzML","N15",8369622.1704812
"FT0037",43462,77.0733807765475,77.0733489990234,77.0734176635742,312.069213867188,292.268951416016,333.901992797852,676469.663322884,NA,50529.4296875,NA,31,"190715_Smp_FK180310S80C1-DCM_A.mzML","N15",854145.160166159
"FT0037",44366,77.0733736611462,77.0733489990234,77.0734176635742,312.44921875,292.268951416016,333.901992797852,1212566.9669814,NA,75969.484375,NA,32,"190715_Smp_FK180310S80C1-DCM_B.mzML","N15",1553946.43645626
"FT0037",12669,77.0734019010939,77.0733642578125,77.0734710693359,312.947601318359,293.308807373047,332.682861328125,1999960.62002755,1999923.09186069,119342.765625,38,33,"190715_Smp_FK180310S80C1-DCM_C.mzML","N15",2029104.12028646
"FT0037",46144,77.0733764501083,77.0733489990234,77.0734176635742,314.044281005859,292.268951416016,333.901992797852,847592.84318645,NA,80484.890625,NA,34,"190715_Std_4uMStdsMix1InH2O_1.mzML","N15",1449903.70168877
"FT0037",46657,77.0733737911521,77.0733489990234,77.0734176635742,310.848846435547,292.268951416016,333.901992797852,771337.887201041,NA,71300.3203125,NA,35,"190715_Std_4uMStdsMix1InH2O_2.mzML","N15",1341698.75591344
"FT0037",47141,77.0733654746682,77.0733489990234,77.0734176635742,310.074584960938,292.268951416016,333.901992797852,359004.206715479,NA,64808.05078125,NA,36,"190715_Std_4uMStdsMix1InMatrix_1.mzML","N15",1361694.28749385
"FT0037",14332,77.0733748653176,77.0733337402344,77.0734100341797,316.975402832031,297.871765136719,333.947021484375,1579371.86369799,1552640.91008431,86739.125,21,37,"190715_Std_4uMStdsMix1InMatrix_2.mzML","N15",1452084.96201622
"FT0037",50936,77.0733795073363,77.0733489990234,77.0734176635742,316.722045898438,292.268951416016,333.901992797852,17370.6978322529,NA,10225.3232421875,NA,42,"190715_Std_H2OinMatrix_1.mzML","N15",119915.171778455
"FT0038",19424,77.0796985309005,77.0796508789062,77.079704284668,312.154571533203,283.423309326172,348.746322631836,28186.4705004377,NA,12691.16015625,NA,3,"190715_Blk_KM1906U14-Blk_C.mzML","C13",164771.75375066
"FT0038",1421,77.0796683984505,77.0796508789062,77.079704284668,311.527374267578,280.143341064453,354.912994384766,57913906.0564165,57913832.0800525,2600621.75,96,4,"190715_Poo_TruePooFK180310_Full1.mzML","C13",58718909.2534332
"FT0038",1816,77.0796699565968,77.0796508789062,77.0796813964844,311.23584,280.915428,365.987112,54394594.0347535,54375900.9045737,2495937.75,28,5,"190715_Poo_TruePooFK180310_Full2.mzML","C13",54466511.4939461
"FT0038",2214,77.0796888054398,77.0796585083008,77.0797348022461,311.074951171875,279.154174804688,365.839813232422,78570951.5594601,78482113.977807,3676138.5,97,6,"190715_Poo_TruePooFK180310_Full3.mzML","C13",76142301.6815472
"FT0038",2593,77.0796956248483,77.0796585083008,77.0797119140625,317.343811035156,283.427917480469,354.470245361328,30930853.7884914,30895085.5790667,1287112.875,82,7,"190715_Poo_TruePooFK180310_Half1.mzML","C13",26213444.121501
"FT0038",2934,77.0796708883071,77.0796508789062,77.079704284668,310.944061279297,278.621063232422,360.571960449219,29107249.3971299,29107168.748642,1258990.125,118,8,"190715_Poo_TruePooFK180310_Half2.mzML","C13",29276845.8884115
"FT0038",3268,77.0796939689879,77.0796585083008,77.0797271728516,312.980895996094,282.100708007812,364.945281982422,40786718.1534603,40740549.6524376,1736442.25,108,9,"190715_Poo_TruePooFK180310_Half3.mzML","C13",38737754.3309994
"FT0038",3647,77.0797072698043,77.0796813964844,77.0797271728516,313.8994140625,283.337463378906,343.110046386719,10873682.4923976,10841608.2329929,503878.15625,92,10,"190715_Smp_FK180310S62C1-25m_A.mzML","C13",10967223.7684162
"FT0038",4094,77.0796835836657,77.0796585083008,77.0797271728516,311.683624267578,284.819610595703,345.740356445312,17848459.8888159,17753330.1569385,891649.9375,98,11,"190715_Smp_FK180310S62C1-25m_B.mzML","C13",17542774.8516927
"FT0038",4516,77.0796454892398,77.0796203613281,77.0796661376953,309.456390380859,276.042358398438,377.583862304688,320547395.634141,320078015.760495,10302954,91,12,"190715_Smp_FK180310S62C1-25m_C.mzML","C13",314929054.898598
"FT0038",5005,77.0797490615598,77.0797348022461,77.0797653198242,312.222503662109,288.474670410156,344.996765136719,10034053.8575025,10018256.2195982,491877.40625,99,13,"190715_Smp_FK180310S62C1-DCM_A.mzML","C13",9980508.2153163
"FT0038",5404,77.0796480179803,77.0796203613281,77.0796737670898,311.730163574219,285.663940429688,364.759094238281,106917570.902826,106455740.447869,4606562.5,127,14,"190715_Smp_FK180310S62C1-DCM_B.mzML","C13",105970974.894875
